market_type,symbol,name,date,open,close,high,low,volume,market_cap,sector,exchange,country,currency,last_updated
stock,AMZN,AMZN Inc,05-27-2023,20300.981958342392,19132.809085416087,20939.294614314727,18409.832739776673,4941366.34626838,2992304874962.0737,TECHNOLOGY,NYSE,US,$,2023-05-27 15:00:00
crypto,ADA,ADA Coin,2023-01-07,22683.345909489704,24026.588762956682,24286.81233830357,22574.814384484813,7913613.69163213,195617592569.79794,Blockchain,BINANCE,Global,USD,2023-01-07 22:00:00
crypto,BNB,BNB Coin,06-17-2023,9038.319288944125,8639.792720836662,9188.64291927614,8448.39244168741,464635.3199676877,136583333876.11288,Blockchain,BINANCE,US,$,2023-06-17 02:00:00
crypto,SOL,SOL Coin,07-21-2024,4942.756084488938,4724.556529624809,4969.765141933949,4548.9619670705215,8376900.5122694755,366171856291.561,crypto,BINANCE,Global,usd,2024-07-21 13:00:00
crypto,BTC,BTC Coin,06-06-2023,11373.888022223138,12219.556000071932,12708.773292449594,11233.789748369707,8476479.351158744,247994445496.3807,Crypto,COINBASE,US,usd,2023-06-06 03:00:00
stock,AAPL,AAPL Inc,30/01/2023,25076.853636959502,24444.591057470065,25357.418516408576,23903.646505688805,8895033.964795168,1862752547739.7622,Retail,NYSE,Global,USD,2023-01-30 11:00:00
crypto,ADA,ADA Coin,08-07-2024,45981.14701741463,44665.3263245396,47579.30908302335,43880.702758462896,6704668.006783356,239622806651.96838,Blockchain,COINBASE,Global,$,2024-08-07 22:00:00
crypto,,ADA Coin,08-30-2023,11090.517200106467,10299.964945533422,11633.19187551906,9808.29361022081,4677897.133795675,259791594835.11307,Blockchain,Unknown,Global,usd,2023-08-30 18:00:00
stock,AMZN,AMZN Inc,11-09-2023,18007.34772117166,19022.903981794014,19731.840330162588,17922.015333306812,3955479.7743430347,1280990148254.167,finance,NYSE,US,$,2023-11-09 10:00:00
stock,MSFT,MSFT Inc,2023-09-10,44616.42929663261,49023.17673256586,51399.07117417169,43986.98934822511,1433132.3505439858,1696896788509.0845,automotive,NYSE,Global,usd,2023-09-10 04:00:00
stock,AAPL,AAPL Inc,2024-05-11,41262.665636583064,44076.30098819625,45721.14239011846,39777.05181508454,6398538.778125668,79326175261.14952,tech,NASDAQ,Global,$,2024-05-11 06:00:00
crypto,ADA,ADA Coin,2023-05-15,22537.905822585224,22007.97242603533,23567.482534175866,21165.240208651823,5776531.434832928,129918134517.03333,crypto,BINANCE,Global,USD,2023-05-15 05:00:00
crypto,BTC,BTC Coin,06/08/2024,33156.92488459215,33585.067929059114,35136.66058873959,31667.535964428484,2207187.7567278775,147587703968.37436,blockchain,BINANCE,US,$,2024-08-06 16:00:00
stock,MSFT,MSFT Inc,07-04-2023,18445.65 USD,17212.686789815034,18909.85861946702,16913.308302773334,449222.3148208324,2301380411854.857,RETAIL,,US,USD,2023-07-04 03:00:00
crypto,SOL,SOL Coin,2023-04-30,40473.03265942518,40636.90446054324,40708.7895498876,39019.95163869596,6391767.419138234,120190646300.14066,crypto,BINANCE,Global,usd,2023-04-30 22:00:00
crypto,BNB,BNB Coin,08-20-2023,41371.296396908525,42832.33123461078,43841.84443838956,41196.7587187917,3918615.9084756924,83746990483.31978,crypto,BINANCE,Global,USD,2023-08-20 10:00:00
crypto,SOL,SOL Coin,2024-05-18,33073.535596409776,33558.36179477768,34120.88031229717,31988.168921697943,3982704.8760323836,97853997172.81367,Blockchain,BINANCE,Global,USDT,2024-05-18 10:00:00
stock,AMZN,AMZN Inc,30/03/2024,35514.96790398251,36590.06568346082,37396.469846384534,34445.709310820836,3651147.6423276914,880504316763.3142,Automotive,NYSE,US,USDT,2024-03-30 23:00:00
stock,GOOGL,GOOGL Inc,17/08/2023,4293.976191221398,4094.9114789007863,4362.9377384152085,4002.301781159063,7738111.302271419,857570280962.838,Retail,NASDAQ,Global,USDT,2023-08-17 08:00:00
crypto,ADA,ADA Coin,19/01/2024,47238.39772354607,50331.09527711045,52809.40305885601,46945.999224333675,6167642.767144483,161302347209.4425,Blockchain,BINANCE,Global,USDT,2024-01-19 20:00:00
crypto,ADA,ADA Coin,03-30-2024,6485.01107644331,6773.463394934209,6976.737353898832,6325.133537897528,6933175.438700329,241399318687.60397,blockchain,COINBASE,US,USDT,2024-03-30 07:00:00
crypto,BNB,BNB Coin,2023-09-27,26197.744523790225,25665.156453750948,27137.41949345665,25506.8165164727,8408608.546386894,180398897921.0075,Crypto,COINBASE,Global,usd,2023-09-27 17:00:00
crypto,ETH,ETH Coin,27/05/2023,699.2473501821003,756.8486147737178,767.2505801969393,695.3306540053899,1970484.0627906758,315479982459.54016,blockchain,BINANCE,Global,USDT,2023-05-27 15:00:00
crypto,BNB,BNB Coin,05/11/2023,37472.44572840242,38523.764761149694,39324.90870613206,36870.30822406726,5489946.1509563485,178660071812.7712,Blockchain,COINBASE,Global,USD,2023-11-05 22:00:00
crypto,BNB,BNB Coin,03-09-2023,32320.008980402017,30408.261615337004,33441.494359379525,28892.578353601195,5488176.365103936,113915841121.03525,blockchain,BINANCE,Global,USDT,2023-03-09 06:00:00
stock,GOOGL,GOOGL Inc,06-27-2023,15162.157652359347,15209.790987481283,15700.543740114344,15135.86060794562,8330811.834391088,1209192206392.8616,ai,NASDAQ,Global,$,2023-06-27 11:00:00
stock,AAPL,AAPL Inc,2023-03-12,23953.55591484053,23436.849542767683,23992.515959841334,22685.812070042735,8483923.009587493,2154278150420.5942,Finance,NASDAQ,Global,USD,2023-03-12 18:00:00
stock,GOOGL,GOOGL Inc,15/04/2024,23084.6341031167,22031.21033585431,23401.046824760924,20997.805307964383,6138425.452272388,1158233500109.107,finance,NASDAQ,US,usd,2024-04-15 18:00:00
stock,GOOGL,GOOGL Inc,01-23-2024,30301.98076646482,30586.133955039513,31807.812332855996,29924.73915425399,7714767.077525656,1349727515105.5857,finance,NASDAQ,Global,USDT,2024-01-23 03:00:00
crypto,ETH,ETH Coin,27/08/2023,17700.528754182986,19234.9401209517,19287.133913342474,16950.576208879036,4196571.32267422,202199407741.96185,crypto,BINANCE,US,USD,2023-08-27 17:00:00
crypto,ADA,ADA Coin,2024-08-06,419.936736588015,438.35707838817575,450.6031651339414,409.117124493314,4235526.893239854,247513272764.3644,blockchain,BINANCE,US,usd,2024-08-06 14:00:00
stock,AMZN,AMZN Inc,2023-05-20,8097.668866742562,7463.964313386838,8214.938286459092,7355.552020095266,5883290.550471128,1563266224904.4673,Technology,NASDAQ,Global,USDT,2023-05-20 18:00:00
stock,GOOGL,GOOGL Inc,26/03/2024,28580.333085139056,28919.055835264648,29363.02396461516,27290.582602551203,8967926.904261842,1445567822680.848,Artificial Intelligence,NYSE,US,$,2024-03-26 05:00:00
stock,TSLA,TSLA Inc,2023-09-08,34890.422504045775,34639.19209341472,36210.11885662017,33919.5581389956,538957.4198498052,1803734675245.5046,TECHNOLOGY,NASDAQ,Global,USDT,2023-09-08 09:00:00
crypto,ETH,ETH Coin,02/06/2024,15283.751977926466,14176.87446856405,15351.03182420844,13978.710339707473,7039979.699676794,356588328980.508,Blockchain,COINBASE,US,USDT,2024-06-02 23:00:00
stock,TSLA,TSLA Inc,05-29-2023,45788.48110635148,44405.14718970286,47073.152623813476,43560.32945752946,9794838.803836059,2103484753191.6792,ai,NYSE,Global,USDT,2023-05-29 23:00:00
stock,MSFT,MSFT Inc,2023-02-20,47816.996683197984,44457.702837213765,49643.609437640065,43641.65035900158,8169143.476682602,943914969718.5895,Technology,NASDAQ,Global,usd,2023-02-20 06:00:00
crypto,ETH,ETH Coin,25/08/2023,3915.7708365234002,3578.7762930841855,4031.8655036772543,3507.7261436742133,9061142.788660407,16330801587.73962,crypto,COINBASE,US,usd,2023-08-25 23:00:00
stock,AAPL,AAPL Inc,03-13-2024,3411.7722596981475,3213.5683537377026,3413.149437745619,3177.69119694287,8156178.769370864,1408134508410.1504,Artificial Intelligence,NASDAQ,Global,USD,2024-03-13 06:00:00
stock,GOOGL,GOOGL Inc,04/11/2023,20615.600508164185,18633.609976894928,20857.555381370898,18249.542269880134,9619467.727560312,2993841844689.5664,Retail,NYSE,Global,$,2023-11-04 22:00:00
crypto,BTC,BTC Coin,10/09/2023,6087.435277835531,6333.074230757,6544.347821093812,5859.310575176117,8131634.765354175,45913527830.96375,Crypto,COINBASE,Global,$,2023-09-10 05:00:00
crypto,BNB,BNB Coin,2023-07-31,46287.83482039022,43520.11789532146,46476.11607993269,42082.914062125776,1879225.044056915,55867608413.59796,Crypto,BINANCE,US,USDT,2023-07-31 14:00:00
stock,AAPL,AAPL Inc,2023-02-07,34345.458403212586,34283.09789346445,35479.90148499115,33194.47328471663,280198.04978916125,1585554262857.7385,Artificial Intelligence,NYSE,US,$,2023-02-07 04:00:00
stock,AAPL,AAPL Inc,2023-12-16,40972.48109195437,37476.86325907912,41892.674661877754,36792.94623892472,1906752.1114558063,2922451731433.196,Finance,NYSE,Global,USD,2023-12-16 15:00:00
stock,GOOGL,GOOGL Inc,2023-04-30,26687.094419703175,25129.983527885448,26875.519062539322,24827.119843311306,3226541.8750501876,1738185947974.6868,AI,NYSE,Global,usd,2023-04-30 19:00:00
stock,GOOGL,GOOGL Inc,2024-08-10,36896.54 USD,38638.56239039001,39172.55052254775,36661.449720721415,6882813.400558352,739681196188.3076,tech,NYSE,US,usd,2024-08-10 01:00:00
crypto,,SOL Coin,2023-04-01,21380.21 USD,22349.627643333835,22586.068637362016,20812.307385285974,6535929.864238738,141576866039.50757,Crypto,COINBASE,Global,USDT,2023-04-01 05:00:00
stock,AMZN,AMZN Inc,08-11-2024,30420.33401176562,30701.493945686056,31007.32295365275,29523.24649155127,5320322.969279979,1623100658546.0525,Retail,NASDAQ,US,$,2024-08-11 11:00:00
stock,GOOGL,GOOGL Inc,2024-02-06,32698.672816105434,32218.597083084504,34291.75188129743,30781.318252948276,2068841.880681129,2342387599614.379,RETAIL,NYSE,US,USDT,2024-02-06 07:00:00
crypto,ADA,ADA Coin,27/05/2023,11436.31812862563,11723.237045058348,11746.420173824043,10965.963397827903,2934179.029348385,139818480962.5073,Crypto,COINBASE,US,USD,2023-05-27 16:00:00
stock,MSFT,MSFT Inc,2023-03-27,43794.48548023059,46408.944182521416,46831.45337591704,42842.84392014337,301196.4308015277,2053203867487.1562,finance,NYSE,US,$,2023-03-27 20:00:00
stock,TSLA,TSLA Inc,09/02/2023,40301.129903468056,39951.845763527315,40603.27013881486,38830.30432816567,1981131.2216968206,938504958305.0549,tech,NYSE,Global,usd,2023-02-09 13:00:00
crypto,SOL,SOL Coin,2023-04-04,24396.79530266469,23662.7353158617,25539.747287099064,23145.148826980094,8429083.84679502,160310625856.26532,Crypto,COINBASE,Global,USDT,2023-04-04 00:00:00
crypto,BNB,BNB Coin,2023-05-02,33061.70380029615,33041.131143882514,33065.29725007179,32402.557758806604,3560218.5725719747,305487776086.9542,Blockchain,BINANCE,Global,$,2023-05-02 20:00:00
stock,,TSLA Inc,01-29-2023,22236.866917967764,23284.46049390757,24404.067924834075,21540.969605931503,5427690.263751063,362108878735.9432,Artificial Intelligence,NASDAQ,Global,$,2023-01-29 09:00:00
crypto,ETH,ETH Coin,2024-05-24,16706.63100330124,15511.295762825846,16942.095790348212,15433.058981697897,1594771.6915099155,341241531428.6161,Crypto,COINBASE,US,USD,2024-05-24 00:00:00
crypto,BNB,BNB Coin,20/07/2024,23237.369121912026,24850.568742183077,26015.7041629769,22570.236232859603,9319608.529486801,135042319097.67891,Blockchain,COINBASE,Global,usd,2024-07-20 20:00:00
crypto,BNB,BNB Coin,2024-07-21,7851.046071899556,8556.463848457845,8774.516830298462,7531.472317329129,4880415.715385043,68776342468.81305,Blockchain,BINANCE,US,USD,2024-07-21 11:00:00
crypto,SOL,SOL Coin,2024-02-21,41347.749082518945,44357.61098205571,45620.851209348206,41072.67494190165,5100792.057823744,314368406374.72534,crypto,COINBASE,Global,usd,2024-02-21 02:00:00
crypto,BTC,BTC Coin,04-13-2023,37938.40291555955,37372.629733873655,38077.98112086939,36158.33012718508,6239818.223742807,244788661444.47556,crypto,COINBASE,Global,usd,2023-04-13 01:00:00
crypto,ETH,ETH Coin,2024-01-29,7427.784321347006,7120.39370401393,7439.710172149143,7029.047204961128,2587897.306281199,80971286007.59337,crypto,BINANCE,US,USDT,2024-01-29 17:00:00
crypto,SOL,SOL Coin,2024-03-10,34959.47950401213,37357.19646918387,37394.321296161404,33619.83184868001,9452378.016370965,54074166671.45681,blockchain,BINANCE,Global,usd,2024-03-10 13:00:00
stock,TSLA,TSLA Inc,11/01/2023,46930.217248462744,44810.96632321413,47441.91532407521,43050.138248426425,853201.3755889577,1161909866438.998,Automotive,NASDAQ,Global,USD,2023-01-11 21:00:00
crypto,BNB,BNB Coin,07/08/2023,48991.952781418724,53445.407586336936,55722.2571467418,48616.88976148734,6611193.586222707,359090753961.1046,Blockchain,,Global,USD,2023-08-07 05:00:00
stock,GOOGL,GOOGL Inc,05-18-2023,10425.034793508958,10191.331847883543,10759.071826236011,10127.519502546891,6605034.154225468,2480378998732.3345,tech,NYSE,Global,USD,2023-05-18 03:00:00
stock,AMZN,AMZN Inc,12-08-2023,23702.73629730638,24732.87493555472,25944.762071720674,22699.504422156093,9269280.002466584,2518675655419.2754,Technology,NASDAQ,Global,USD,2023-12-08 04:00:00
crypto,ADA,ADA Coin,10-19-2023,32164.4693561956,34595.26057488145,35303.86521713319,31229.597113121705,5272291.181634656,211333759397.5516,Blockchain,BINANCE,Global,$,2023-10-19 03:00:00
crypto,SOL,SOL Coin,03-25-2023,24838.342385358108,23800.53317721113,25990.784570366715,22714.913862789777,4593745.299735999,12545323376.255978,Crypto,COINBASE,Global,usd,2023-03-25 04:00:00
stock,GOOGL,GOOGL Inc,2023-02-24,45052.75216342069,46867.01245797898,48248.09204628636,43432.49962201219,3670204.1704117954,2842929829428.309,finance,NYSE,Global,$,2023-02-24 12:00:00
crypto,BTC,BTC Coin,2023-03-12,39307.5538049343,37922.904089975,40619.99745123885,36704.810507415204,4643840.08352123,40603271577.880264,Crypto,COINBASE,US,USD,2023-03-12 09:00:00
stock,MSFT,MSFT Inc,01-03-2023,40094.60189544627,37778.38788493727,40894.01886717761,36135.18209467098,758529.2887076717,1669457392405.4211,tech,NYSE,US,USD,2023-01-03 19:00:00
stock,MSFT,MSFT Inc,03/02/2024,9462.661307501545,8629.56736056302,9887.108001634873,8428.63410639778,1347147.4458224436,1817976324944.6875,AI,NASDAQ,US,USDT,2024-02-03 01:00:00
stock,MSFT,MSFT Inc,07/08/2023,6001.80407014867,5967.398416607584,6202.403944609953,5860.367180980891,1445086.4395587207,169744121068.17365,Automotive,NYSE,US,$,2023-08-07 06:00:00
crypto,ADA,ADA Coin,2023-12-08,20249.232554637794,20106.450292494475,21060.650088258757,19435.39688332319,1470843.4725863743,255228135975.895,blockchain,COINBASE,Global,USDT,2023-12-08 06:00:00
crypto,BNB,BNB Coin,22/12/2023,10614.407487558236,10177.157310718609,10989.409228150747,10016.129400507021,8004199.812817004,350013987758.70447,blockchain,COINBASE,US,$,2023-12-22 09:00:00
crypto,BTC,BTC Coin,05/01/2024,17620.47186677702,16302.049094204833,18097.140120352495,15725.421647648916,6889667.474444619,77627323371.93672,crypto,COINBASE,US,USDT,2024-01-05 15:00:00
crypto,ADA,ADA Coin,08-18-2023,2993.5530929943666,2953.1762288001805,3136.9718501833095,2937.0594743873116,9940096.27159177,5136025353.8937235,blockchain,BINANCE,US,usd,2023-08-18 04:00:00
crypto,BNB,BNB Coin,04-09-2024,2337.9586288248397,2247.225326397768,2416.9548435722604,2150.051236903967,3000421.81542125,169647938821.29773,blockchain,,US,usd,2024-04-09 23:00:00
crypto,SOL,SOL Coin,21/06/2023,23753.60224912781,22370.765760132497,23861.97571597664,21712.188099665662,3512902.8183371755,27185634995.219177,crypto,BINANCE,Global,$,2023-06-21 04:00:00
stock,GOOGL,GOOGL Inc,2024-02-21,37454.44237912882,34552.23799165152,38936.00077078758,32870.04497414109,4431575.923055982,1617178033467.022,AI,NASDAQ,Global,$,2024-02-21 06:00:00
crypto,BTC,BTC Coin,05/06/2024,47850.363670258484,48557.812414122294,48943.23809151057,46696.073666758966,3958443.6879669703,237034963319.92337,crypto,COINBASE,US,USDT,2024-06-05 05:00:00
stock,AMZN,AMZN Inc,2023-01-08,9862.879762807772,9864.511166582739,9938.51461309668,9736.65614682754,5939468.695995754,1443273147124.7285,Technology,NASDAQ,US,USD,2023-01-08 07:00:00
crypto,BTC,BTC Coin,07-14-2023,44481.83 USD,45517.18274539812,46236.59787516627,42359.24875573772,6322634.731020559,36018438178.7544,crypto,BINANCE,Global,USD,2023-07-14 11:00:00
crypto,SOL,SOL Coin,2024-05-04,45381.82906287559,41160.210125051686,45470.55606470778,41055.867524831665,9648774.582849383,152508903232.59305,blockchain,BINANCE,US,$,2024-05-04 18:00:00
crypto,ADA,ADA Coin,12-30-2023,35804.501414716964,33810.15382395737,37060.15232935506,33588.24560710566,1009213.9571438916,15958179575.192247,crypto,BINANCE,US,usd,2023-12-30 20:00:00
crypto,BTC,BTC Coin,2023-04-03,1213.6426396414765,1102.9171295413828,1215.439914422874,1091.9255873755262,2983628.491629336,99312734621.00659,Crypto,COINBASE,US,usd,2023-04-03 05:00:00
stock,MSFT,MSFT Inc,08/06/2023,39394.33473721485,39354.49652843969,40239.72940516125,37409.54458774832,5680826.985865025,1484702204320.2473,finance,NYSE,Global,USDT,2023-06-08 12:00:00
stock,TSLA,TSLA Inc,2023-01-04,38234.7655571434,36382.197290488875,39523.63543683572,35738.63902011809,6167139.353697271,382981803629.88837,tech,NYSE,US,$,2023-01-04 17:00:00
stock,MSFT,MSFT Inc,14/02/2024,13361.81796100665,14332.014334519186,14341.192078261498,12815.000682157035,6102099.005502208,808186502536.2059,Automotive,NASDAQ,Global,usd,2024-02-14 01:00:00
stock,AMZN,AMZN Inc,2023-08-12,17923.691978556202,18473.746636209067,18988.384962849148,17085.347227278384,6217880.219109851,2452968300665.4775,automotive,NASDAQ,Global,USD,2023-08-12 02:00:00
stock,AMZN,AMZN Inc,21/01/2024,49622.491531767475,44954.40522942295,51260.17808574332,43638.47639794629,98869.09917334662,2443571382094.7554,ai,NYSE,Global,USD,2024-01-21 09:00:00
stock,AAPL,AAPL Inc,03/01/2023,6130.140654796219,5981.260197097112,6210.251506770671,5790.2078013748705,4927463.119427995,1846939221688.449,finance,NASDAQ,US,USDT,2023-01-03 19:00:00
crypto,ETH,ETH Coin,2023-08-04,27641.066210771067,26196.265967475225,28519.17004483509,26004.722805563728,2241446.402105209,146887765333.35822,Blockchain,COINBASE,US,$,2023-08-04 05:00:00
stock,AMZN,AMZN Inc,01-27-2024,32438.002329648934,32857.270848620334,33457.98299307963,31857.685994386004,283433.8158945522,1528552875408.3113,ai,NASDAQ,Global,USDT,2024-01-27 12:00:00
crypto,BTC,BTC Coin,2023-04-30,26635.28460990375,24081.563619373857,27311.35316293004,23665.258959414496,7592317.7694327375,151112961638.59103,Blockchain,COINBASE,Global,USD,2023-04-30 18:00:00
stock,MSFT,MSFT Inc,09-21-2023,49528.34 USD,50580.0000571523,51498.517159706746,47668.77894668348,5729395.719972462,348988503414.1969,automotive,NYSE,US,USD,2023-09-21 18:00:00
stock,AMZN,AMZN Inc,2024-01-28,26033.064153106825,26873.78662960642,27354.419519325565,25236.650616301253,2862464.882613148,2646317825028.047,Artificial Intelligence,NASDAQ,US,$,2024-01-28 20:00:00
crypto,ADA,ADA Coin,12-11-2023,17965.785795294087,16854.48122829541,18297.614372005683,16731.297899211895,7382782.183725657,283726731275.4547,Crypto,BINANCE,Global,$,2023-12-11 13:00:00
stock,TSLA,TSLA Inc,17/08/2024,45341.38015218675,41485.84512829827,45454.175430711686,39675.963641736846,1165431.1038301724,1010576124946.056,Technology,NYSE,US,USD,2024-08-17 09:00:00
stock,MSFT,MSFT Inc,05/03/2024,33070.51717377964,33737.49910342754,34829.92862005881,32555.222385891277,7569040.645054318,272624601886.89813,tech,NASDAQ,US,usd,2024-03-05 13:00:00
crypto,BNB,BNB Coin,2024-02-26,31118.952626607643,31617.158714150057,33108.951154551425,29924.55700540557,588170.6208089397,86834886357.1321,Crypto,COINBASE,US,USDT,2024-02-26 04:00:00
crypto,BNB,BNB Coin,19/03/2024,37011.240283433224,35406.40333874027,38067.63070557967,33741.481069278445,9600488.366841722,263130552537.24457,Crypto,COINBASE,Global,USD,2024-03-19 14:00:00
crypto,,BNB Coin,26/08/2023,3387.8511022382654,3078.953722507189,3460.227782208407,2939.963554071597,7446737.761314797,48420364453.1716,Crypto,BINANCE,US,USDT,2023-08-26 13:00:00
crypto,,BNB Coin,2024-04-19,13018.34 USD,13353.626990788307,13381.89558222656,12619.048677358975,2930128.192163856,360055293447.43024,crypto,BINANCE,US,USDT,2024-04-19 01:00:00
crypto,BTC,BTC Coin,2024-05-11,32239.727246538667,29855.45721598002,33627.18087200469,29355.13335309297,7107641.051701892,95304543093.94174,Blockchain,COINBASE,Global,USD,2024-05-11 12:00:00
stock,TSLA,TSLA Inc,2023-01-08,47119.21984641071,47605.98328673402,48785.135451849106,45553.4048406145,7156000.530414481,2806679482886.4277,Finance,NYSE,Global,$,2023-01-08 22:00:00
stock,MSFT,MSFT Inc,07-27-2024,46644.42523620883,44206.09675741685,47368.00314761603,42694.44816468313,8060178.547112513,1619244572069.6406,AI,NASDAQ,Global,usd,2024-07-27 20:00:00
crypto,SOL,SOL Coin,11/08/2023,22787.899558239096,22457.842979851117,22871.234475108555,21796.231555353716,5134266.454856529,44120931077.65017,crypto,BINANCE,US,usd,2023-08-11 03:00:00
crypto,BNB,BNB Coin,06-22-2023,25498.01 USD,27839.938136170684,29202.583846042107,24900.946168005965,5151454.229096986,30716353539.44073,blockchain,COINBASE,US,USD,2023-06-22 01:00:00
stock,MSFT,MSFT Inc,2023-08-07,49855.80243088796,47604.60526208314,50984.790318659296,45231.35873215461,3492973.6768004596,863669417585.0104,Retail,NASDAQ,US,usd,2023-08-07 09:00:00
stock,GOOGL,GOOGL Inc,08-18-2023,37193.80027155276,37647.672147487436,38724.71910989434,35866.93243514009,8149148.006239483,223606498820.38342,Finance,NASDAQ,US,USDT,2023-08-18 03:00:00
crypto,BNB,BNB Coin,2023-05-04,16686.72294641796,17219.02103320518,18000.697896620328,16048.135372698067,5411459.417222453,6292015505.843819,Blockchain,COINBASE,US,usd,2023-05-04 04:00:00
crypto,SOL,SOL Coin,07-31-2023,43709.976708494556,39780.59745085436,44637.66755288085,38154.497256186456,216304.4703856819,217506611110.6618,crypto,COINBASE,US,USD,2023-07-31 18:00:00
crypto,ETH,ETH Coin,05-19-2024,48823.77 USD,46039.33483911195,51106.35525693641,44209.856767534744,9313020.97861746,63077221505.59071,crypto,BINANCE,Global,USDT,2024-05-19 16:00:00
crypto,BNB,BNB Coin,03-07-2023,5669.796689321319,5762.685144389702,5854.45995001035,5494.926879618627,4402269.407391896,263575269404.12418,Crypto,BINANCE,US,USD,2023-03-07 13:00:00
stock,TSLA,TSLA Inc,2023-02-07,33208.8 USD,34991.2399228721,35567.15669787675,33083.21431879658,9384724.673874745,1273893997365.7002,finance,NASDAQ,US,usd,2023-02-07 21:00:00
stock,AMZN,AMZN Inc,28/02/2024,755.29 USD,743.9710206228485,777.595789364244,717.1101235215983,2594878.097106658,131664407081.91876,Finance,NASDAQ,US,$,2024-02-28 07:00:00
stock,AMZN,AMZN Inc,16/08/2023,30089.197189931936,28086.14052720846,31419.893384850442,27636.728673932175,3626399.915440914,2038218150830.48,Finance,NASDAQ,Global,USD,2023-08-16 08:00:00
crypto,BNB,BNB Coin,01/03/2023,5641.527807523119,5605.711016336317,5689.194319801526,5337.038045161637,3383924.3766127094,275031752546.5043,Blockchain,Unknown,US,USDT,2023-03-01 20:00:00
crypto,BNB,BNB Coin,12/04/2024,31679.5626681217,32782.44161953011,33026.16646193746,30134.570997388844,7928312.805789969,64540515974.909386,Crypto,COINBASE,Global,USD,2024-04-12 14:00:00
crypto,SOL,SOL Coin,03-24-2023,17202.215328297596,17183.579473620077,17906.33828850094,17044.872453985037,7249669.466663945,5812523187.782104,blockchain,COINBASE,US,usd,2023-03-24 20:00:00
stock,GOOGL,GOOGL Inc,28/10/2023,36012.144846615345,34186.611422816364,36398.569910910956,33412.50339016753,6788865.583896792,749120891394.2946,Artificial Intelligence,NYSE,Global,USD,2023-10-28 13:00:00
crypto,SOL,SOL Coin,11/08/2024,3010.529830219176,3181.6306961263394,3318.360837971738,2950.9877091708313,4288851.269059152,25955447535.113834,blockchain,COINBASE,US,usd,2024-08-11 01:00:00
stock,AAPL,AAPL Inc,26/07/2023,36443.563468438755,37023.70271288865,37615.63234405665,34982.1675748132,4187311.719675885,2537496274001.566,automotive,NYSE,Global,USDT,2023-07-26 12:00:00
crypto,BNB,BNB Coin,2024-01-11,16969.5368008457,17022.587154516423,17166.507985491964,16805.082202828235,1456149.0876859596,118294917504.28355,Blockchain,BINANCE,US,usd,2024-01-11 12:00:00
crypto,SOL,SOL Coin,15/02/2023,37301.10719064102,37189.35835301896,37974.43332524633,36212.935582916776,8486858.318042532,194992487571.2762,crypto,BINANCE,US,USD,2023-02-15 01:00:00
crypto,ETH,ETH Coin,2024-08-04,31560.85303157888,33413.121892184485,33437.327504019384,31372.062967161826,9540543.549519254,396220520822.16327,crypto,COINBASE,Global,USD,2024-08-04 08:00:00
crypto,BTC,BTC Coin,11-19-2023,37692.70505439039,37788.78182186801,38329.54635710196,37414.246373728776,5968770.283247422,232191889994.24036,Crypto,BINANCE,Global,$,2023-11-19 07:00:00
stock,MSFT,MSFT Inc,06-30-2023,32960.01887002191,35306.79308272318,36598.855989651835,31659.95079778427,4668768.620528788,1742355420536.307,Automotive,NYSE,US,$,2023-06-30 17:00:00
stock,AAPL,AAPL Inc,02-12-2023,27732.49 USD,30163.21706463585,31389.909083106457,27269.390001634827,3494302.6613948927,2941092012638.7563,Artificial Intelligence,NASDAQ,US,USD,2023-02-12 17:00:00
stock,AAPL,AAPL Inc,03-10-2023,32174.61905422642,31740.65577717513,33459.598730841986,31360.492768475284,3121992.7368984045,919914849101.0626,ai,NASDAQ,US,usd,2023-03-10 20:00:00
crypto,BTC,BTC Coin,02-09-2023,24732.56 USD,23858.47611766901,25243.250137289986,23733.638868825266,3595817.403533282,282577869309.396,Blockchain,COINBASE,Global,USD,2023-02-09 08:00:00
stock,TSLA,TSLA Inc,21/06/2023,17596.84296329979,16592.480050768478,18076.03578057639,15885.172854651953,8174620.420582727,869323827225.1794,Artificial Intelligence,NYSE,US,USD,2023-06-21 12:00:00
stock,AMZN,AMZN Inc,2024-08-17,29906.77082670689,27663.91553277459,31369.889530122677,26909.486611041164,8221891.236247386,684484939264.422,tech,NASDAQ,Global,$,2024-08-17 08:00:00
crypto,ADA,ADA Coin,10-16-2023,35687.51542681248,38024.08320507468,38215.08503581262,35113.833615563344,2659006.525502538,308615895081.7436,blockchain,BINANCE,Global,$,2023-10-16 04:00:00
crypto,SOL,SOL Coin,2023-05-01,47843.86930479596,51685.63182340354,51982.70073580634,46335.71672535323,3643863.2492188,315419307306.303,Blockchain,BINANCE,Global,$,2023-05-01 09:00:00
crypto,SOL,SOL Coin,2023-08-13,4915.321406807904,4802.1610100637545,5159.138933269935,4698.660670356206,6218194.504413958,53307025212.014595,Crypto,COINBASE,Global,usd,2023-08-13 09:00:00
crypto,SOL,SOL Coin,2023-09-24,33119.9043096781,36144.825192903154,37208.744424143755,31571.612472314937,4929412.801112818,191052469457.37952,blockchain,COINBASE,Global,USD,2023-09-24 12:00:00
stock,AAPL,AAPL Inc,2023-12-14,19376.26200250722,19740.07549238465,19845.32638040207,18544.226419040075,8746939.850086471,2978326307023.334,finance,NYSE,US,$,2023-12-14 18:00:00
