market_type,symbol,name,date,open,close,high,low,volume,market_cap,sector,exchange,country,currency,last_updated,daily_change,daily_change_pct
crypto,ETH,ETH Coin,2024-03-04,2565.38,2658.04,2729.99,2520.15,2754788.39,194333403342.73,Crypto,BINANCE,US,USD,2024-03-04 21:00:00,92.67,3.61
crypto,BTC,BTC Coin,2024-01-11,40070.01,41821.57,43033.83,39325.0,941347.75,115048175267.8,Crypto,BINANCE,US,USD,2024-01-11 09:00:00,1751.56,4.37
stock,AMZN,AMZN Inc,2024-08-22,38497.65,39194.39,40994.58,36897.38,6866887.2,2569952200309.25,Automotive,NASDAQ,US,USD,2024-08-22 10:00:00,696.74,1.81
stock,AMZN,AMZN Inc,2024-04-04,15507.35,14004.04,16077.14,13308.73,8725463.96,2889315515179.96,Finance,NYSE,Global,USD,2024-04-04 03:00:00,-1503.31,-9.69
stock,AMZN,AMZN Inc,2024-06-25,32641.71,31839.92,32973.58,31677.95,7462712.27,178340743789.67,Automotive,exchange_empty,Global,USD,2024-06-25 05:00:00,-801.78,-2.46
stock,AMZN,AMZN Inc,2023-07-29,14214.81,14885.79,15508.44,14012.86,6400252.26,1027917292768.35,Retail,NASDAQ,Global,USD,2023-07-29 01:00:00,670.97,4.72
stock,AMZN,AMZN Inc,2024-07-10,42641.67,44770.87,45928.81,41600.34,5692161.11,691494928314.06,Technology,NASDAQ,Global,USD,2024-07-10 18:00:00,2129.2,4.99
stock,AMZN,AMZN Inc,2023-06-23,37115.55,39760.0,40768.48,36418.99,8545863.5,2486546418594.2,AI,NYSE,Global,USD,2023-06-23 05:00:00,2644.45,7.12
stock,GOOGL,GOOGL Inc,2024-01-23,22206.59,22742.45,23783.08,21113.85,2126519.01,704636979928.38,Technology,NASDAQ,US,USD,2024-01-23 20:00:00,535.86,2.41
crypto,ADA,ADA Coin,2023-05-02,16337.37,15624.36,16819.43,15535.01,6370141.43,97607950565.71,Crypto,COINBASE,Global,USD,2023-05-02 12:00:00,-713.01,-4.36
stock,MSFT,MSFT Inc,2023-06-06,43189.0,44329.59,44814.92,41810.56,7899858.1,732164411273.53,Technology,NASDAQ,Global,USD,2023-06-06 09:00:00,1140.59,2.64
crypto,BNB,BNB Coin,2024-05-01,28833.35,26784.84,29991.43,25857.48,7716207.79,296877816687.41,Crypto,COINBASE,Global,USD,2024-05-01 02:00:00,-2048.51,-7.1
stock,TSLA,TSLA Inc,2023-04-20,13215.87,12455.61,13302.38,11983.51,1579132.4,1946223433629.15,Finance,NYSE,US,USD,2023-04-20 07:00:00,-760.26,-5.75
crypto,ADA,ADA Coin,2023-11-30,29943.17,30459.22,31436.79,29665.87,9135613.56,248735242876.16,Crypto,COINBASE,US,USD,2023-11-30 22:00:00,516.05,1.72
stock,AAPL,AAPL Inc,2023-03-15,29392.85,26914.07,29569.41,26448.91,4866319.04,698822858326.27,Automotive,NYSE,US,USD,2023-03-15 07:00:00,-2478.78,-8.43
crypto,ETH,ETH Coin,2023-12-11,21289.62,19703.96,22217.9,18800.42,1890457.46,304541174299.6,Crypto,COINBASE,Global,USD,2023-12-11 11:00:00,-1585.66,-7.45
crypto,BTC,BTC Coin,2024-07-28,49764.08,48936.6,51012.43,48373.09,6364519.44,114405862054.93,Crypto,COINBASE,Global,USD,2024-07-28 12:00:00,-827.48,-1.66
stock,MSFT,MSFT Inc,2023-06-10,24326.81,26624.12,27684.85,23598.67,3813336.96,2525847868904.59,Technology,NYSE,US,USD,2023-06-10 22:00:00,2297.32,9.44
stock,GOOGL,GOOGL Inc,2023-12-16,34223.94,35055.13,36383.42,33472.44,1592508.56,2789178664212.21,AI,NASDAQ,US,USD,2023-12-16 22:00:00,831.19,2.43
crypto,BTC,BTC Coin,2023-10-11,27901.66,25212.88,28511.8,24905.03,1643175.81,131090107520.98,Crypto,BINANCE,US,USD,2023-10-11 04:00:00,-2688.78,-9.64
stock,GOOGL,GOOGL Inc,2023-12-06,41803.1,42783.58,43161.31,41398.24,6581636.59,203031260969.15,Automotive,NYSE,Global,USD,2023-12-06 01:00:00,980.48,2.35
crypto,BNB,BNB Coin,2024-04-29,18816.05,17521.09,19601.86,17090.95,5570633.75,136977111511.13,Crypto,BINANCE,Global,USD,2024-04-29 15:00:00,-1294.97,-6.88
crypto,BTC,BTC Coin,2023-11-28,801.37,731.96,807.85,696.46,6581903.41,353979306503.11,Crypto,BINANCE,Global,USD,2023-11-28 13:00:00,-69.41,-8.66
stock,AAPL,AAPL Inc,2024-08-08,10547.99,9808.38,10624.82,9785.44,6935351.78,1905299609883.08,Automotive,NYSE,Global,USD,2024-08-08 13:00:00,-739.61,-7.01
crypto,BNB,BNB Coin,2024-01-11,16131.12,15915.1,16203.23,15913.63,7551099.55,236244387243.71,Crypto,exchange_empty,Global,USD,2024-01-11 03:00:00,-216.02,-1.34
stock,TSLA,TSLA Inc,2023-06-11,29392.48,29417.84,29796.49,28255.57,5495775.04,1868144938916.4,AI,NASDAQ,Global,USD,2023-06-11 03:00:00,25.36,0.09
crypto,SOL,SOL Coin,2023-11-08,3732.8,3778.2,3951.96,3716.79,109272.18,32729321750.39,Crypto,BINANCE,US,USD,2023-11-08 05:00:00,45.4,1.22
stock,GOOGL,GOOGL Inc,2024-06-17,29158.05,31190.23,32678.7,28954.8,6776453.74,331108704785.87,Finance,NASDAQ,US,USD,2024-06-17 03:00:00,2032.17,6.97
crypto,ADA,ADA Coin,2024-02-17,3640.35,3310.91,3751.76,3151.35,7392660.32,84207405647.75,Crypto,BINANCE,US,USD,2024-02-17 22:00:00,-329.44,-9.05
stock,TSLA,TSLA Inc,2023-08-19,3989.75,4314.21,4426.79,3970.68,9016198.95,2140287504679.4,Finance,NASDAQ,US,USD,2023-08-19 01:00:00,324.46,8.13
stock,AMZN,AMZN Inc,2023-02-24,19035.08,17644.09,19772.66,17206.63,9288146.95,599131851022.48,Finance,NASDAQ,Global,USD,2023-02-24 23:00:00,-1390.98,-7.31
crypto,ADA,ADA Coin,2023-01-30,34421.5,37789.55,39046.78,32818.79,5884655.07,87245009876.13,Crypto,BINANCE,Global,USD,2023-01-30 13:00:00,3368.05,9.78
stock,AAPL,AAPL Inc,2023-01-20,1534.83,1484.17,1555.26,1468.5,3737431.73,547729821546.9,Retail,NASDAQ,Global,USD,2023-01-20 04:00:00,-50.66,-3.3
crypto,BTC,BTC Coin,2023-10-01,821.79,742.04,822.99,713.08,3740503.86,294518718252.15,Crypto,COINBASE,US,USD,2023-10-01 11:00:00,-79.74,-9.7
crypto,ADA,ADA Coin,2024-07-03,49295.84,47860.43,49433.02,45933.81,8978620.49,245099092231.16,Crypto,COINBASE,Global,USD,2024-07-03 19:00:00,-1435.4,-2.91
stock,MSFT,MSFT Inc,2023-03-15,39512.14,36542.16,39778.82,34920.13,8571834.47,2101143778541.65,Automotive,NASDAQ,US,USD,2023-03-15 14:00:00,-2969.98,-7.52
stock,TSLA,TSLA Inc,2023-10-14,32161.16,32265.14,33143.38,30867.37,6352825.69,637803149993.88,Retail,NYSE,Global,USD,2023-10-14 06:00:00,103.99,0.32
stock,TSLA,TSLA Inc,2024-07-01,49673.68,44972.15,49798.25,43453.55,8316421.93,138870598030.41,Technology,NASDAQ,Global,USD,2024-07-01 19:00:00,-4701.53,-9.46
stock,AMZN,AMZN Inc,2024-08-16,23602.03,21326.69,23695.12,20908.65,1944390.34,778995743212.46,AI,exchange_empty,US,USD,2024-08-16 17:00:00,-2275.34,-9.64
stock,AAPL,AAPL Inc,2023-10-30,39271.7,42023.35,42304.48,38202.55,9470867.42,2085821143428.38,Finance,NASDAQ,Global,USD,2023-10-30 13:00:00,2751.65,7.01
stock,GOOGL,GOOGL Inc,2023-01-02,5856.85,5859.78,6130.03,5692.87,8374338.67,2318529791908.48,AI,NYSE,Global,USD,2023-01-02 18:00:00,2.93,0.05
stock,AMZN,AMZN Inc,2023-05-02,5349.52,4972.75,5362.0,4772.68,8936247.38,1492572726353.79,Finance,NASDAQ,Global,USD,2023-05-02 03:00:00,-376.76,-7.04
crypto,ETH,ETH Coin,2023-05-01,36945.46,37844.43,38575.84,35498.79,9256220.23,261828228147.59,Crypto,BINANCE,Global,USD,2023-05-01 10:00:00,898.97,2.43
stock,TSLA,TSLA Inc,2024-07-25,24060.18,26447.45,26955.15,23884.69,8623578.26,1549341046858.48,AI,NASDAQ,Global,USD,2024-07-25 13:00:00,2387.27,9.92
crypto,ADA,ADA Coin,2024-06-29,4751.04,5202.97,5313.77,4514.01,4990679.32,96904733091.33,Crypto,COINBASE,Global,USD,2024-06-29 02:00:00,451.94,9.51
stock,AAPL,AAPL Inc,2023-06-05,38806.65,42244.47,44177.52,38690.5,322219.36,1861708087604.88,Technology,NYSE,US,USD,2023-06-05 15:00:00,3437.82,8.86
crypto,SOL,SOL Coin,2023-11-24,11300.64,10594.47,11752.85,10285.71,9166084.16,286150782863.03,Crypto,BINANCE,US,USD,2023-11-24 20:00:00,-706.17,-6.25
crypto,ADA,ADA Coin,2024-07-23,40111.02,37197.63,40465.15,36225.57,3956503.82,21761860864.3,Crypto,COINBASE,Global,USD,2024-07-23 05:00:00,-2913.39,-7.26
stock,TSLA,TSLA Inc,2024-05-21,47001.93,48481.44,49185.17,45058.18,4201042.71,1463655195324.73,Retail,NASDAQ,Global,USD,2024-05-21 20:00:00,1479.52,3.15
stock,AAPL,AAPL Inc,2024-06-07,30068.71,28661.51,31222.61,27369.53,5604973.18,1360406671530.54,Automotive,NYSE,Global,USD,2024-06-07 00:00:00,-1407.2,-4.68
crypto,ADA,ADA Coin,2024-07-20,10349.51,11024.32,11363.56,10166.18,4977937.31,251295003031.42,Crypto,COINBASE,Global,USD,2024-07-20 08:00:00,674.81,6.52
stock,TSLA,TSLA Inc,2024-07-29,34699.44,33879.39,35113.41,32305.8,1654443.01,2729686709357.25,Retail,NYSE,Global,USD,2024-07-29 06:00:00,-820.05,-2.36
crypto,SOL,SOL Coin,2024-01-22,20344.28,21966.48,22153.82,19759.75,9605224.15,397109766073.05,Crypto,COINBASE,Global,USD,2024-01-22 02:00:00,1622.2,7.97
crypto,BTC,BTC Coin,2024-07-22,29703.27,32193.43,33722.11,29474.57,8559488.39,40997239310.62,Crypto,BINANCE,Global,USD,2024-07-22 09:00:00,2490.16,8.38
crypto,ADA,ADA Coin,2024-06-05,11028.95,11537.78,12102.2,10767.53,2607712.89,262612266876.4,Crypto,BINANCE,US,USD,2024-06-05 01:00:00,508.83,4.61
crypto,ETH,ETH Coin,2024-04-05,34533.61,32518.78,35775.42,31847.98,6123886.74,231521071767.17,Crypto,BINANCE,Global,USD,2024-04-05 04:00:00,-2014.83,-5.83
stock,MSFT,MSFT Inc,2023-05-01,7771.79,7963.67,8197.1,7514.55,2959640.78,924903909922.1,Technology,NYSE,Global,USD,2023-05-01 15:00:00,191.89,2.47
stock,AAPL,AAPL Inc,2024-01-15,24499.27,26825.82,27849.98,24317.65,5056990.04,1048260940370.23,Finance,NYSE,US,USD,2024-01-15 11:00:00,2326.55,9.5
crypto,BTC,BTC Coin,2024-07-28,10224.19,10676.19,10901.24,10092.53,4091144.76,212818826652.62,Crypto,BINANCE,US,USD,2024-07-28 23:00:00,452.0,4.42
crypto,BTC,BTC Coin,2023-04-16,8660.95,9200.65,9319.62,8342.38,9293751.53,47864288949.49,Crypto,COINBASE,Global,USD,2023-04-16 06:00:00,539.7,6.23
stock,TSLA,TSLA Inc,2023-08-05,5724.23,5316.19,5802.19,5208.27,7528501.87,1976330512371.88,Finance,NASDAQ,Global,USD,2023-08-05 23:00:00,-408.04,-7.13
crypto,ETH,ETH Coin,2023-12-14,43533.4,40130.65,43985.27,40071.39,1348313.89,113426095164.01,Crypto,COINBASE,US,USD,2023-12-14 13:00:00,-3402.74,-7.82
crypto,BTC,BTC Coin,2023-08-16,35199.71,32194.27,36051.03,31419.97,9321464.17,355803966550.91,Crypto,COINBASE,US,USD,2023-08-16 18:00:00,-3005.44,-8.54
stock,TSLA,TSLA Inc,2023-12-07,22343.71,20612.0,23057.79,19798.75,776255.05,1269102733300.73,Finance,NYSE,Global,USD,2023-12-07 06:00:00,-1731.71,-7.75
stock,GOOGL,GOOGL Inc,2023-02-28,13488.79,12520.43,13960.55,12408.8,641710.85,2990787810211.67,Retail,NYSE,Global,USD,2023-02-28 10:00:00,-968.35,-7.18
crypto,SOL,SOL Coin,2024-06-18,4517.79,4108.44,4666.75,4023.87,6628403.76,46630356450.57,Crypto,COINBASE,Global,USD,2024-06-18 12:00:00,-409.35,-9.06
stock,AMZN,AMZN Inc,2023-04-24,40877.21,41258.74,43154.06,39825.95,7906795.95,1521944818189.8,Automotive,NASDAQ,US,USD,2023-04-24 05:00:00,381.53,0.93
crypto,BTC,BTC Coin,2024-04-12,21766.84,23286.13,23411.48,21293.32,7263638.34,165907339705.04,Crypto,COINBASE,US,USD,2024-04-12 06:00:00,1519.29,6.98
crypto,BNB,BNB Coin,2024-03-05,29578.76,29271.52,29964.44,29138.96,3698509.69,301416143089.74,Crypto,COINBASE,US,USD,2024-03-05 05:00:00,-307.24,-1.04
crypto,ADA,ADA Coin,2024-01-19,1592.96,1507.64,1620.49,1482.88,3193988.74,320601874970.67,Crypto,BINANCE,US,USD,2024-01-19 18:00:00,-85.33,-5.36
crypto,SOL,SOL Coin,2024-05-21,8701.64,8282.51,8778.23,7952.75,7689800.45,21338701323.63,Crypto,COINBASE,Global,USD,2024-05-21 11:00:00,-419.13,-4.82
stock,MSFT,MSFT Inc,2023-01-21,20264.91,22156.06,22650.92,20191.61,2991331.92,1241980595411.88,Finance,NYSE,Global,USD,2023-01-21 12:00:00,1891.15,9.33
stock,AAPL,AAPL Inc,2024-05-07,19820.2,20002.86,20587.19,19075.09,7936048.92,1207872517113.48,Finance,NYSE,Global,USD,2024-05-07 22:00:00,182.66,0.92
stock,MSFT,MSFT Inc,2024-02-20,362.11,368.72,383.44,348.54,379672.22,1494612604483.61,Automotive,NASDAQ,US,USD,2024-02-20 15:00:00,6.62,1.83
stock,TSLA,TSLA Inc,2023-11-03,48814.07,44680.14,51103.54,43248.76,9414454.65,2423464180395.66,Technology,NYSE,Global,USD,2023-11-03 20:00:00,-4133.93,-8.47
crypto,ETH,ETH Coin,2023-07-03,44513.31,47057.99,47123.86,42433.3,5257920.31,261291532980.97,Crypto,COINBASE,Global,USD,2023-07-03 05:00:00,2544.67,5.72
crypto,BTC,BTC Coin,2023-02-06,23057.1,25153.59,25524.3,22467.89,3843212.04,56199512838.74,Crypto,BINANCE,Global,USD,2023-02-06 02:00:00,2096.49,9.09
crypto,ADA,ADA Coin,2024-06-02,9700.31,9234.58,10116.82,9147.46,7892107.7,253781650878.06,Crypto,BINANCE,Global,USD,2024-06-02 00:00:00,-465.73,-4.8
stock,TSLA,TSLA Inc,2024-06-17,22977.28,24029.14,24494.35,21944.12,3934353.04,2315049631860.51,Finance,NYSE,Global,USD,2024-06-17 11:00:00,1051.86,4.58
crypto,ETH,ETH Coin,2024-05-19,19548.68,18756.66,20134.32,18157.89,7056191.04,67671902470.03,Crypto,BINANCE,Global,USD,2024-05-19 04:00:00,-792.01,-4.05
crypto,BTC,BTC Coin,2023-10-07,45975.42,42214.86,47556.3,41523.38,9506314.85,207297939013.82,Crypto,COINBASE,Global,USD,2023-10-07 15:00:00,-3760.56,-8.18
stock,GOOGL,GOOGL Inc,2023-11-28,15278.84,14277.75,15481.51,13922.16,8377291.91,1120940082460.52,AI,NASDAQ,Global,USD,2023-11-28 04:00:00,-1001.09,-6.55
stock,TSLA,TSLA Inc,2024-04-01,7895.53,7535.7,7935.37,7508.08,8726368.9,860016944407.12,AI,NASDAQ,Global,USD,2024-04-01 00:00:00,-359.83,-4.56
crypto,SOL,SOL Coin,2024-01-13,12356.92,13358.81,13360.0,12110.14,9160121.61,126854228209.14,Crypto,COINBASE,Global,USD,2024-01-13 07:00:00,1001.89,8.11
stock,MSFT,MSFT Inc,2023-06-01,158.32,149.42,165.62,142.07,3948402.88,1530586891830.0,Retail,NASDAQ,Global,USD,2023-06-01 13:00:00,-8.9,-5.62
crypto,SOL,SOL Coin,2023-04-18,41906.17,41718.5,42393.29,40883.51,2638516.54,316949166901.53,Crypto,COINBASE,US,USD,2023-04-18 23:00:00,-187.67,-0.45
stock,GOOGL,GOOGL Inc,2023-09-02,40381.91,37589.63,40393.06,36343.11,4910248.58,773240131407.79,Retail,NYSE,US,USD,2023-09-02 01:00:00,-2792.28,-6.91
stock,GOOGL,GOOGL Inc,2024-07-31,39057.95,40335.3,41598.82,38405.19,2715993.65,2118190371767.02,Automotive,NYSE,Global,USD,2024-07-31 13:00:00,1277.35,3.27
crypto,ADA,ADA Coin,2024-05-17,30825.66,28147.35,31280.84,27311.96,5334873.39,156032722571.0,Crypto,BINANCE,Global,USD,2024-05-17 14:00:00,-2678.31,-8.69
crypto,SOL,SOL Coin,2023-07-21,35909.41,35718.57,37532.75,34611.86,5254191.69,197160432407.58,Crypto,COINBASE,US,USD,2023-07-21 08:00:00,-190.85,-0.53
stock,AMZN,AMZN Inc,2023-02-26,15530.79,16669.43,16947.45,14950.86,5435826.09,19599064910.06,Retail,NYSE,US,USD,2023-02-26 17:00:00,1138.63,7.33
crypto,ETH,ETH Coin,2023-01-03,26584.94,25541.03,27094.18,25274.6,6619978.22,36098388884.62,Crypto,BINANCE,US,USD,2023-01-03 13:00:00,-1043.91,-3.93
crypto,BNB,BNB Coin,2024-01-28,28880.04,30421.42,31555.81,27703.64,3009891.3,181211906783.92,Crypto,COINBASE,US,USD,2024-01-28 07:00:00,1541.38,5.34
stock,AAPL,AAPL Inc,2024-01-27,9385.24,8469.54,9466.88,8388.34,5459658.59,1051228423588.42,Automotive,NASDAQ,US,USD,2024-01-27 04:00:00,-915.7,-9.76
stock,AMZN,AMZN Inc,2023-03-03,30421.14,31880.34,32445.31,29609.01,643067.95,1031557500691.67,AI,NASDAQ,US,USD,2023-03-03 05:00:00,1459.2,4.8
crypto,BTC,BTC Coin,2023-03-20,17826.79,17589.78,18203.47,17266.49,5725081.02,240850761803.93,Crypto,BINANCE,Global,USD,2023-03-20 16:00:00,-237.01,-1.33
crypto,BNB,BNB Coin,2024-03-31,857.58,878.33,916.96,847.7,9816174.71,171731888871.74,Crypto,BINANCE,US,USD,2024-03-31 01:00:00,20.75,2.42
crypto,ETH,ETH Coin,2023-11-28,11133.78,11221.22,11353.56,10596.32,4023480.47,59934758518.18,Crypto,BINANCE,US,USD,2023-11-28 07:00:00,87.44,0.79
crypto,SOL,SOL Coin,2023-04-21,13195.4,14391.36,14562.95,12621.03,1254067.26,118619669990.82,Crypto,COINBASE,Global,USD,2023-04-21 11:00:00,1195.96,9.06
crypto,BNB,BNB Coin,2023-09-22,35745.26,33096.43,36138.01,32678.33,2746889.36,323498009027.97,Crypto,COINBASE,Global,USD,2023-09-22 04:00:00,-2648.82,-7.41
crypto,SOL,SOL Coin,2024-01-26,27033.1,25367.9,28193.91,24504.73,2888784.74,392709119687.15,Crypto,BINANCE,US,USD,2024-01-26 13:00:00,-1665.2,-6.16
stock,AMZN,AMZN Inc,2024-03-07,38412.18,35901.66,39145.44,34161.92,8266439.55,989049288019.98,AI,NASDAQ,US,USD,2024-03-07 21:00:00,-2510.52,-6.54
stock,TSLA,TSLA Inc,2023-05-02,12416.16,12614.56,13059.22,12300.01,3478501.67,1028749111257.95,Retail,NASDAQ,US,USD,2023-05-02 17:00:00,198.39,1.6
stock,GOOGL,GOOGL Inc,2024-03-18,23249.4,21394.76,24233.21,20910.85,6025093.25,2438779541945.72,Retail,exchange_empty,Global,USD,2024-03-18 06:00:00,-1854.64,-7.98
crypto,ADA,ADA Coin,2024-08-21,27961.98,25197.01,29179.19,24295.9,5018167.44,375309051529.42,Crypto,COINBASE,Global,USD,2024-08-21 04:00:00,-2764.97,-9.89
stock,GOOGL,GOOGL Inc,2024-02-28,14856.21,15410.79,15741.79,14579.24,8235933.34,622610941658.65,AI,NYSE,US,USD,2024-02-28 00:00:00,554.58,3.73
stock,GOOGL,GOOGL Inc,2023-11-01,28421.32,29999.2,31071.86,27767.41,3834451.72,1029057846337.17,Retail,NYSE,Global,USD,2023-11-01 12:00:00,1577.88,5.55
crypto,ADA,ADA Coin,2024-05-30,21662.43,21007.55,22419.61,20088.91,9674573.75,165963282587.04,Crypto,COINBASE,US,USD,2024-05-30 07:00:00,-654.87,-3.02
crypto,SOL,SOL Coin,2023-01-26,14915.17,13550.57,15445.63,13370.6,9636262.48,312699273278.76,Crypto,BINANCE,US,USD,2023-01-26 05:00:00,-1364.6,-9.15
crypto,BNB,BNB Coin,2024-01-30,4145.43,4489.61,4547.67,4087.71,607535.72,105213695242.19,Crypto,COINBASE,Global,USD,2024-01-30 12:00:00,344.18,8.3
crypto,SOL,SOL Coin,2023-01-29,6360.02,6608.81,6784.72,6345.87,370139.51,305430997965.59,Crypto,COINBASE,Global,USD,2023-01-29 21:00:00,248.79,3.91
stock,GOOGL,GOOGL Inc,2023-08-19,3484.75,3749.03,3860.36,3403.73,1315447.46,883225749942.17,Automotive,NYSE,US,USD,2023-08-19 15:00:00,264.28,7.58
stock,MSFT,MSFT Inc,2023-09-27,19941.2,19206.37,20711.11,18304.9,6467210.59,1472206449366.02,Finance,NYSE,Global,USD,2023-09-27 15:00:00,-734.83,-3.68
stock,TSLA,TSLA Inc,2024-06-01,45366.29,47597.56,48269.77,44460.12,1414894.71,2470749163294.61,AI,NYSE,US,USD,2024-06-01 21:00:00,2231.26,4.92
stock,MSFT,MSFT Inc,2024-04-17,31934.82,34177.33,34292.25,30507.34,5656507.47,360011264996.88,Retail,NYSE,Global,USD,2024-04-17 09:00:00,2242.51,7.02
stock,TSLA,TSLA Inc,2024-07-21,30594.79,28848.09,30772.98,28192.63,8622089.19,662453464447.83,Automotive,exchange_empty,US,USD,2024-07-21 11:00:00,-1746.69,-5.71
crypto,BNB,BNB Coin,2023-08-04,40938.07,39024.91,42751.58,37809.36,8524624.23,275623178999.46,Crypto,BINANCE,US,USD,2023-08-04 13:00:00,-1913.16,-4.67
stock,AMZN,AMZN Inc,2023-09-23,13400.2,12757.69,13780.55,12170.2,9300631.89,1418815014544.69,Finance,NYSE,Global,USD,2023-09-23 08:00:00,-642.52,-4.79
crypto,ADA,ADA Coin,2024-08-23,16787.88,15892.42,16790.41,15648.12,5905938.46,112228080800.92,Crypto,BINANCE,US,USD,2024-08-23 06:00:00,-895.46,-5.33
crypto,BNB,BNB Coin,2023-09-27,2060.13,2236.75,2273.75,2051.17,1072207.69,324809593377.86,Crypto,COINBASE,US,USD,2023-09-27 05:00:00,176.62,8.57
crypto,SOL,SOL Coin,2023-12-21,28972.12,28150.42,29086.76,27594.08,265372.39,298848629680.51,Crypto,BINANCE,US,USD,2023-12-21 01:00:00,-821.7,-2.84
stock,GOOGL,GOOGL Inc,2024-02-01,30214.39,31619.5,33186.77,29096.6,3224575.82,1508833476446.56,AI,NYSE,Global,USD,2024-02-01 22:00:00,1405.11,4.65
stock,AMZN,AMZN Inc,2024-01-21,36581.82,39741.17,41677.2,36482.7,8793950.69,1030024586958.89,Technology,NASDAQ,US,USD,2024-01-21 07:00:00,3159.35,8.64
stock,GOOGL,GOOGL Inc,2023-08-13,18803.53,20489.53,21269.18,18021.73,455606.41,2973022347723.69,Technology,NYSE,Global,USD,2023-08-13 07:00:00,1686.0,8.97
crypto,BNB,BNB Coin,2024-07-01,38939.77,39965.42,40413.74,38437.29,1414081.07,89721163358.78,Crypto,COINBASE,Global,USD,2024-07-01 06:00:00,1025.65,2.63
crypto,BTC,BTC Coin,2023-08-31,39710.11,43463.32,43789.9,39524.69,3411685.53,329627350574.18,Crypto,exchange_empty,US,USD,2023-08-31 04:00:00,3753.21,9.45
stock,AMZN,AMZN Inc,2024-04-18,23427.57,24022.18,25217.0,22958.97,9267231.93,1254018995737.98,Finance,NASDAQ,US,USD,2024-04-18 11:00:00,594.61,2.54
stock,AAPL,AAPL Inc,2023-02-19,19926.6,19944.53,20266.54,19903.55,7257109.86,772534324233.32,Technology,NYSE,US,USD,2023-02-19 11:00:00,17.93,0.09
crypto,BNB,BNB Coin,2024-08-16,37567.72,37323.1,37600.08,36470.63,6252227.0,194158134112.11,Crypto,COINBASE,US,USD,2024-08-16 03:00:00,-244.62,-0.65
crypto,ADA,ADA Coin,2023-03-13,2049.23,2054.19,2064.27,1962.04,6105022.93,392576930393.83,Crypto,COINBASE,US,USD,2023-03-13 02:00:00,4.96,0.24
crypto,ETH,ETH Coin,2023-01-16,37461.21,37567.59,37977.48,36513.05,9816.39,96469246345.27,Crypto,BINANCE,Global,USD,2023-01-16 10:00:00,106.38,0.28
stock,TSLA,TSLA Inc,2023-03-04,643.79,580.32,663.48,579.55,8559478.91,2589592730536.94,Technology,NASDAQ,Global,USD,2023-03-04 23:00:00,-63.48,-9.86
stock,AMZN,AMZN Inc,2023-09-13,9841.37,10089.6,10504.6,9527.47,4324113.55,763536548642.46,AI,NYSE,Global,USD,2023-09-13 05:00:00,248.22,2.52
crypto,ADA,ADA Coin,2023-08-05,7649.79,7754.37,7794.17,7344.58,2347535.56,50618357902.71,Crypto,BINANCE,Global,USD,2023-08-05 10:00:00,104.58,1.37
crypto,BTC,BTC Coin,2024-06-06,2290.14,2290.04,2396.48,2178.34,6310217.67,180350190619.38,Crypto,BINANCE,US,USD,2024-06-06 20:00:00,-0.1,-0.0
stock,TSLA,TSLA Inc,2024-03-15,15629.92,14478.05,15663.79,14220.27,5522791.57,2509168671803.11,Automotive,NYSE,US,USD,2024-03-15 06:00:00,-1151.87,-7.37
crypto,BTC,BTC Coin,2023-05-28,41582.55,43541.14,44142.94,41069.76,2450697.14,95571520414.84,Crypto,COINBASE,US,USD,2023-05-28 16:00:00,1958.59,4.71
crypto,BNB,BNB Coin,2023-06-24,5936.07,6164.3,6237.89,5809.17,1725466.2,271730647437.21,Crypto,COINBASE,Global,USD,2023-06-24 01:00:00,228.23,3.84
stock,TSLA,TSLA Inc,2024-05-05,3053.37,2849.05,3081.48,2712.49,7450380.15,2180641173228.18,AI,exchange_empty,US,USD,2024-05-05 04:00:00,-204.32,-6.69
stock,MSFT,MSFT Inc,2024-06-17,38922.11,41729.42,41741.95,37205.39,5590644.37,2943047989172.4,AI,NASDAQ,US,USD,2024-06-17 05:00:00,2807.31,7.21
stock,MSFT,MSFT Inc,2023-02-18,33039.04,32207.36,33280.47,30843.11,3628169.27,2933827965534.56,Automotive,NASDAQ,Global,USD,2023-02-18 10:00:00,-831.68,-2.52
crypto,BTC,BTC Coin,2023-10-15,1600.65,1713.39,1794.05,1591.75,9130356.07,286955027950.88,Crypto,BINANCE,Global,USD,2023-10-15 16:00:00,112.74,7.04
crypto,ETH,ETH Coin,2023-10-22,48889.84,47583.08,51014.79,45648.38,4465810.9,11059015370.21,Crypto,COINBASE,Global,USD,2023-10-22 19:00:00,-1306.76,-2.67
stock,AAPL,AAPL Inc,2023-01-25,2013.4,2191.9,2280.74,1966.07,5255056.28,142051521985.69,AI,NASDAQ,US,USD,2023-01-25 21:00:00,178.5,8.87
stock,MSFT,MSFT Inc,2023-10-22,17090.02,17985.09,18421.24,16780.62,9648329.67,2248776309243.8,Automotive,NASDAQ,US,USD,2023-10-22 01:00:00,895.07,5.24
stock,TSLA,TSLA Inc,2024-07-15,20926.05,22624.19,23645.2,20918.12,5509079.13,1419233516985.58,AI,NASDAQ,US,USD,2024-07-15 16:00:00,1698.15,8.11
crypto,ETH,ETH Coin,2024-07-30,12027.1,10906.41,12464.12,10488.4,6066802.21,140983308705.51,Crypto,BINANCE,Global,USD,2024-07-30 23:00:00,-1120.69,-9.32
